,conclusion,keyword,keywords,title,url
33,0,Cloud computing,0,Overview of Big Data on Cloud Computing,https://www.ijsr.net/archive/v4i10/SUB159082.pdf
34,0,Cloud computing,0,Multi-Cloud Data Storing Strategy with Cost Efficiency and High Availability,https://www.ijsr.net/archive/v5i8/ART20161263.pdf
35,0,Cloud computing,0,A Special Approach to Enhance the Security Level and Apply Dynamic Operations on Cloud Computing,https://www.ijsr.net/archive/v4i7/SUB156441.pdf
36,0,Cloud computing,0,An Efficient Architecture for Resource Provisioning in Fog Computing,https://www.ijsr.net/archive/v6i1/ART20164503.pdf
37,0,Cloud computing,0,Deduplication and Decentralized Access Control in Cloud with Efficient Public Auditing Mechanism,https://www.ijsr.net/archive/v5i6/NOV163124.pdf
38,0,Cloud computing,0,Pseudonym Generation with Combining the Identity Based and Attribute Based Encryption with Outsourced Revocation in Cloud Computing,https://www.ijsr.net/archive/v5i6/NOV164503.pdf
39,0,Cloud computing,0,"A Technical Feasibility for Adoption of Cloud Computing in King Abdulaziz University, Saudi Arabia",https://www.ijsr.net/archive/v6i11/ART20178468.pdf
40,0,Cloud computing,0,Preserving Privacy and Integrity of Shared Data Stored on Cloud via Tpa.,https://www.ijsr.net/archive/v5i2/NOV161042.pdf
41,0,Cloud computing,0,TaaS: A Framework for Trust Management in Cloud Computing Environments,https://www.ijsr.net/archive/v5i9/ART20161879.pdf
42,0,Cloud computing,0,A Stage Model for Cloud Computing Adoption in E-Government Implementation,https://www.ijsr.net/archive/v6i4/ART20172399.pdf
43,0,Cloud computing,0,Churn Prediction in Cloud with Fuzzy Boosted Trees,https://www.ijsr.net/archive/v4i6/SUB155520.pdf
44,0,Cloud computing,0,Security Issues with Health Care Information Technology,https://www.ijsr.net/archive/v4i12/NOV152161.pdf
45,0,Cloud computing,0,A Survey on Security and Privacy in Cloud Computing,https://www.ijsr.net/archive/v7i5/ART20182375.pdf
46,0,Cloud computing,0,A Survey on Multi-Keyword Ranked Query Search over Encrypted Cloud Storage,https://www.ijsr.net/archive/v4i11/NOV151721.pdf
47,0,Cloud computing,0,Dynamic Ask for Redirection and Asset Provisioning for Cloud-Based Video Administrations under Heterogeneous Condition,https://www.ijsr.net/archive/v6i5/ART20173640.pdf
48,0,Cloud computing,0,A Review on Security Concerns in Cloud Computing,https://www.ijsr.net/archive/v5i3/NOV161993.pdf
49,0,Cloud computing,0,An Efficient Privacy Preserving Scheme over Encrypted Data in Cloud,https://www.ijsr.net/archive/v4i6/SUB156030.pdf
50,0,Cloud computing,0,A Secure Information Hiding Approach in Cloud Using LSB,https://www.ijsr.net/archive/v4i7/SUB156857.pdf
51,0,Cloud computing,0,QOS based Approach for Web Service Recommendation Systems,https://www.ijsr.net/archive/v5i6/NOV164658.pdf
52,0,Cloud computing,0,Switching of Cloud Resources among IPTV Services for Better Utilization,https://www.ijsr.net/archive/v4i3/SUB152330.pdf
53,0,Cloud computing,0,Challenges of Medical Cyber Physical System,https://www.ijsr.net/archive/v7i6/ART20182959.pdf
54,0,Cloud computing,0,Performance Evaluation of Virtual Machines using Service Broker Policies in Cloud Computing,https://www.ijsr.net/archive/v4i7/SUB156202.pdf
55,0,Cloud computing,0,A Survey and Analysis of Cloud Social Media Environment with QoS Aware System,https://www.ijsr.net/archive/v4i12/NOV151072.pdf
56,0,Cloud computing,0,Internet of Things: Rule Based Event Management,https://www.ijsr.net/archive/v4i4/SUB153249.pdf
57,0,Cloud computing,0,Modern Methods in the Development of Education Using Cloud Computing Applications,https://www.ijsr.net/archive/v4i4/SUB153597.pdf
58,0,Cloud computing,0,Two Factor Access Control for Dynamic Group in the Cloud Environment,https://www.ijsr.net/archive/v6i6/ART20173919.pdf
59,0,Cloud computing,0,Comparison between Virtualization and Cloud Computing,https://www.ijsr.net/archive/v5i6/NOV164128.pdf
60,0,Cloud computing,0,Survey on Optimization of Resource Cost and Service Price Scheme in Cloud Computing,https://www.ijsr.net/archive/v4i12/NOV151858.pdf
61,0,Cloud computing,0,Load Balancing in Cloud Computing using Shortest Job First and Round Robin Approach ,https://www.ijsr.net/archive/v4i9/SUB158222.pdf
62,0,Cloud computing,0,An Adaptive e-Health Solution System for Disaster Management,https://www.ijsr.net/archive/v5i1/NOV153164.pdf
63,0,Cloud computing,0,An Approach for Distributed Data Possession in Multi-Cloud using SelCSP,https://www.ijsr.net/archive/v6i1/ART20164501.pdf
64,0,Cloud computing,0,Privileged Cloud Storage By MaaS JuJu,https://www.ijsr.net/archive/v4i5/SUB154953.pdf
65,0,Cloud computing,0,"Software Defined Networks: Challenges, Opportunities and Trends",https://www.ijsr.net/archive/v4i9/SUB157995.pdf
66,0,Cloud computing,0,Survey on Various Load Balancing Techniques in Cloud Computing Environment,https://www.ijsr.net/archive/v4i10/SUB159223.pdf
67,0,Cloud computing,0,A Review of Privacy Protection of Cloud Storage and Steganography Techniques,https://www.ijsr.net/archive/v4i11/NOV151653.pdf
68,0,Cloud computing,0,An Enhanced Keyword Search Using Flexible Ranking Over Differential Query Services in Cloud,https://www.ijsr.net/archive/v4i10/SUB159233.pdf
69,0,Cloud computing,0,A Survey on Access Control Scheme for Data in Cloud with Anonymous Authentication,https://www.ijsr.net/archive/v6i5/ART20173594.pdf
70,0,Cloud computing,0,Modified Scheduling Service Workflow in Hybrid Cloud,https://www.ijsr.net/archive/v7i9/ART20191403.pdf
71,0,Cloud computing,0,A Secure Role Based Access Policy for PHR Patient-Centric Model of Health Information Exchange Using Homomorphic Encryption,https://www.ijsr.net/archive/v4i7/SUB156160.pdf
72,0,Cloud computing,0,Cloud Security Issues and Challenges: Important Points to Move towards Cloud Storage,https://www.ijsr.net/archive/v6i8/ART20176320.pdf
73,0,Cloud computing,0,Computer Network Performance Optimization Approaches based on Distributed System with the Cloud Computing Environment,https://www.ijsr.net/archive/v5i2/NOV161269.pdf
74,0,Cloud computing,0,An Survey and Adoption Framework for Customised Advertisement in Mobile Cloud Structures,https://www.ijsr.net/archive/v4i11/SUB158789.pdf
75,0,Cloud computing,0,Multi Distributed Server Load Balancing for SaaS: With Parameterized CPU and Memory Statistics,https://www.ijsr.net/archive/v5i6/NOV164265.pdf
76,0,Cloud computing,0,Effective Handling of Reputation-Based Trust Management in Cloud Environment,https://www.ijsr.net/archive/v6i1/ART20164294.pdf
